posting_id,sentence
train_2524415309,sunlight cairan pencuci piring refill jeruk nipis 755ml | sunlight lime
train_531689340,pokita dress
train_3038027723,apollo roka isi 50 pcs - cokelat roka wafer ball original - pandan - susu - koko - twins - coklat
train_1700061467,jakarta wchd - sandal sendal  wanita ban 3 hitam coklat putih
train_1998114593,babysmile pelampung tiup bentuk cincin mini untuk berenang
train_1173798403,lifree/lifree popok celana dewasa / lifree celana dewasa m / l / xl / popok dewasa / adult diapers
train_676167874,kintakun handuk dewasa motif stripes ukuran 70x140 - multicolor
train_2670580531,lem b7000 clear 15ml jelly super
train_3443100069,"b""selimut bayi baby blanket mom's baby othello series mbb5010"""
train_592369427,dotti legging wanita
train_1158207395,dompet forever young dompet lucu dompet korea dompet murah - dompet lipat panjang wanita
train_3541382487,pensil warna faber castell grip 12 triangle
train_3876401311,"coklat arab 1 kg mix altalita,truffle, frame, alysa, twistar oleh oleh haji dan umroh"
train_2909784638,mukena sajaddah renda basmallah original yens
train_1501419571,cream hn 1000% original 15 gr segel bersertifikat/pemutih wajah glowing acne flek komedo jerawat
train_3687966754,joystick pubg l1r1 gen 3 l1 r1 handle gaming game pad hp holder r1l1
train_2895116276,ciptadent maxy 12 plus fresh mint 190g
train_2416870749,"kantong pipa icing bahan silikon tpu model diy, dapat dipakai ulang"
train_705512967,vacuum cleaner penyedot debu mobil 12v 120w - vacuum cleaner mobil
train_3272798449,flipflop mica termurah
train_2343153579,cream klt hijau
train_2526779027,lion star hugo 103 toples round jar 6 liter
train_2474767634,milano kunci tas selempang mini jahit
train_2535681490,gesper sabuk ikat pinggang blackhawk
train_2373862435,masker scuba logo sd smp sma
train_1733601001,biore pore pack komedo
train_2721604133,( ada packingan )baby tooth teether / gigitan bayi model buah /baby silicone teether
train_2152672329,( free packing box  )teether baby silicone fruit / gigitan bayi model buah /baby silicone teether
train_1389161689,botol minum jumbo 2 liter
train_1520989397,rinso deterjen bubuk anti noda classic 1.4 kg - perlindungan dari bakteri
train_4233918426,termometer / thermometer aicare infrared [100% brandnew]
train_667320315,innisfree my real squeeze sheet mask 23ml  40pcs=1kg
train_4221325765,smartfish tempered glass iphone 6 6s 7 8 7+ 8+ full layar high flexibility full-screen protector
train_4207368713,ggs kaos kaki panjang garis dan polos kaos kaki panjang import kaos kaki panjang murah batam
train_4020360311,anmum materna 200gr cokelat
train_628517053,asvita purple ungu emerald family set 6 pcs (free kardus) wadah saji makanan plastik
train_3469478512,azalia tunik
train_3468435425,terlaris timbangan badan digital personal scale weight bmi indeks kesehatan art surabaya grosir
train_2222807806,gas hi-cook
train_194434331,"b""johnson's baby powder blossom 300 gr"""
train_1190645964,pengantar akuntansi 1 by kieso
train_1523148021,shabby chic - mh503 storage decorative rack rak hp remote dll
train_1480665000,termurah celana tactical blackhawk gunung polisi pdl army outdoor 511 panjang/celana kantong samping
train_1460884664,susu uht diamond 125ml (karton)
train_860431876,laiqa: the special boy
train_2406723712,alat pel (spin mop) murah
train_2869812413,saudia ansania / exclusively jilbab hijab segiempat segi empat kerudung rawis saudi voal grosir
train_1497950549,oppo a37 ram 2gb-16gb  garansi toko 1tahun
train_3198923992,liontin kalung dengan liontin kristal necklace bercahaya untuk cosplay tanpa tali
train_762265191,consina milford tas selempang
train_1277022694,robot transform poliiisi mobil berubah jadi robot - kado mainan anak
train_956317790,hijabinstan aurora nonpet khimarinstan | jilbabinstant | hijabmurah | hijabinstant termurah
train_3179426701,overall
train_1766263863,bra extention kaitan sambungan pengait save a bra
train_3204397086,kaos anak cewek 1-7 tahun - fovorite
train_2120597446,3m vhb double tape automotive 4900 tebal 1.1 mm size 12mm x 4.5m - 1 pcs - merah
train_2800674724,pelilit kabel spiral warna metalic / pelindung cable hp charger universal / cord protector color
train_449942799,catridge pod - voopoo vinci catridge 5.5ml 1 pcs
train_1919076735,ladang lima blackmond cookies 180gr healthy cookies gluten free egg
train_2356388016,avoskin miraculous retinol toner
train_2808879174,"resistance band loop polos untuk latihan gym , fitness yoga bahan  karet latex elastis k329"
train_2330271012,ho password atasan sweater racing imitasi setelan anak 1 - 7 tahun baju anak berkualitas
train_2669167783,madame gie total cover bb two way cake - bedak padat
train_3383767615,osm - j398 jam tangan q&q wanita / jam tangan quartz / jam arloji / jam analog / jam wanita
train_3537456892,[xijing-cod] 30pcs / set stiker tato sementara motif geometri warna warni gaya korea trendi
train_1263165270,cutter joyko a-300a
train_3666839723,puzzle kubus bahan kayu untuk edukasi awal / puzzle jigsaw kayu
train_1920173189,hard case bahan karet silikon matte warna kontras untuk iphone x xs max xr 11 pro max 6 6s 7 8 plus
train_2508338935,kardus dus kotak packing paking tambahan
train_2096420989,sandal red apple as 2613 original thailand bangkok
train_4269093928,safi age defy gold water essence 100ml
train_70946930,setelan koko anak cowok list mode | baju koko lengan pendek | koko anak laki | set koko anak
train_3527655215,sabrina rf// redstock
train_3450455154,bisa bayar di tempata stroler plus boneka  nagis
train_1010868925,100pcs karet ikat rambut elastis untuk wanita
train_2539032520,gula pasir premium gulaku gmp psm rosebrand 1 kg putih / kuning
train_1219913591,powerbank fast charging acmic slim f10 pro quick charge 3.0 with digital display
train_1026563224,"apple iphone 11 pro 256gb, midnight green"
train_231144319,goodie bag tas lebaran spond bon idul fitri ukuran besar jumbo 38x40cm dengan alas tapak bawah
train_727453478,sarung tangan plastik matahari isi 100 pcs
train_3245791192,huki pasifier empeng bayi
train_4282832671,jamia - pashmina instan dengan tali
train_972582442,speaker aktif 2.1 bluetooth kisonli u-2500
train_643554703,maizena bubuk maizena tepung jagung maisena 150 gram
train_650774259,mukena azzura/corneli/bordir/original
train_768921851,asus m409da-30502t athlon 3050u/uma/4g/1tb/hd/slate grey
train_698863428,resik v khasiat manjakani/whitening/ ramuan madura whitening
train_2592728479,kabel micro gepeng 20cm
train_3183710271,kitty plus shampoo jamur kutu kucing 250ml
train_2578052633,ready! pure kids baby inhalant decongestant oil 10ml batuk pilek anak
train_3880043277,baterai 18650 coil gear 40a 3000mah authentic
train_1045170109,sandal selop wanita terbaru mz 08
train_975301531,batik martaka penna
train_2354107204,stand holder hp flexible 360 gurita car holder standing hp universal
train_2762029384,baju koko pria muslim gus azmi syubbanul muslimin kombinasi hadroh azzahir cream
train_3384807455,emina glossy stain
train_2487658275,botol minum olahraga bpa free sepeda 750ml
train_164865832,buku bestseller sebuah seni untuk bersikap bodo amat - mark manson
train_3792180886,headphone mdr xb 450 / xb450 / xb-450 / extra bass kabel
train_4015684144,daster panjang rempel busui
train_1569111250,tempat pensil zip transparan karakter molang lucu / tempat kosmetik zipper / kotak pensil motif cute
train_2530235951,acnoc acnesser spot gel 15gr
train_496484454,missha airy fit sheet mask
train_2415058924,sepatu running adidas neo thick line original box
train_685198319,sasa larasa bumbu lumur ayam spesial isi 10 @26gr (renceng)
train_2969481517,terlaris tuffah nail henna kutek kuku 10ml sah sholat agen resmi
train_1085922914,bergo anak 0-3 tahun / jilbab bayi premium
train_3616034922,jnv piyama pp satin embos / hembos - baju tidur katun saten wanita dewasa - murah / termurah
train_987497013,cone mangkuk alat olahraga latihan kun mangkok marker sport 005-3
train_2267612514,[bisa cod ] mecca syari s m l xl | fashion muslim gamis syari terbaru | bahan moscrepe hq
train_1724980450,mediheal teatree care solution essential mask ex original
train_1817199743,shower curtain gorden / tirai gorden kamar mandi anti air
train_2559223031,gm bear shower set perlengkapan mandi full set silver isi 6 - 1039 shower set 02 box blue
train_2930293647,sepatu sneakers dengan bahan kulit pu dan lampu led warna warni bergaya sporty
train_57281679,"carvil sandal pria sponge jiran-m (brown, grey, black)"
train_3041799771,lc adaptor memori memory / adapter micro sd
train_78020174,eagle\neucalyptus\ndisinfectant spray disinfektan spray
train_3106713135,mito electric oven fantasy mo-888
train_412517526,bertahan-evita febrianti
train_3849453327,minyak zaitun rs extra virgin 500 ml original
train_1966542081,alat cukur rambut kemei km-8821 versi super taper hair clipper
train_1961552292,cusson baby cream 50g dan 100g / krim bayi cussons
train_3498057311,tripod spider stick phone holder golirapod standing hp
train_762108319,meja ngopi bulat bahan wpc tahan air kuat dan kokoh dc011s bonus taplak
train_123319446,salep acne helwa beautycare
train_128455886,one step hair dryer and styler hot air brush sisir pengering rambut 3in1
train_2604212747,karbu pe 28 kode 115  kualitas terbaik by keihin
train_3935007366,gas hi cook 230 g
train_1512328383,kipas mobil double dc 12v 24v usb yundai 044 portable 12 24 volt
train_2675473306,bebelac 3 vanila 1000gr
train_3741926471,(flash sale) dnm eyeliner warna tahan lama tahan air tidak mekar eye liner
train_3371902733,eyeliner dnm waterproof eyeliner pen pencil tahan lama hitam original termurah
train_3932348722,"sarung celana dewasa wadimor batik bali, original 100%"
train_1480884871,\xe2\x9c\xbf gobabyshop \xe2\x9c\xbf promo cetaphil!! cetaphil gentle skin cleanser 500ml
train_3958108181,wardah refill instaperfect matte fit powder foundation 14. creme 13 g
train_831012216,sandal anak perempuan shimmer & shine sns-jlt05
train_4204187863,tas kosmetik monopoly travel make up wanita bag in bags traveling organizer
train_1334289722,"jolly box 200 jx2 p22,5xl13,5xt12 lion star (spare part case)"
train_505531890,samsung galaxy a01 garansi resmi
train_3074331626,madilog - tan malaka
train_1746378396,wardah hair fall treatment conditioner 170 ml
train_4052401411,garnier light complete multi action peel-off mask skin care - 2x6ml (untuk kulit cerah cepat)
train_2595608300,celana dalam / cd asli sorex super soft 1257 model mini
train_3951809717,celemek dapur kartun seri ii
train_916038872,part 1 bella square pollycotton
train_2121405728,sepatu ventela original - ventela bts low cream - sepatu vantela
train_4015574543,samsung air purifier ax60r5080wd
train_318615224,baby joy tas bayi kecil saku kerut kokoa series - bjt 1031
train_2443350857,"""remax metal wired music headset  rm-512 (new package)"""
train_981445195,sarung tangan oven microwave / anti panas kitchen set gloves
train_2324120448,morinaga chil school gold strawberry 400gr
train_3732415252,morymony bts - tas ransel backpack fashion wanita batam bag
train_3761611877,map plastik kancing/ map kancing punggung folio
train_759924035,for samsung galaxy a51 a71 m30s a70 a50 a50s a30s a30 a20 a40 a10 case back cover soft silicone case
train_184994396,[ecer] bintang 20cm / star foil 20cm
train_2094638534,bostanten dompet panjang lipat 2 holder uang/kartu/koin bahan kulit pu untuk wanita
train_1211751940,breylee one set step 1 + step 2 open reseller
train_2699999732,saniter spray fabric 230ml - desinfektan kain & barang - penjualan khusus pulau jawa
train_2734674505,celana dalam seamless /  cd wanita tanpa jahitan undies anti nyeplak pakaian dalam wanita
train_3048878084,touch lamp portable speaker bluetooth aux radio  lampu portable /speaker portable f-671 lampu tidur
train_1197007619,sabun tanamu tanami soap kemasan baru original 100% asli sabun kutus kutus tamba waras tamanu oil
train_2761157068,tombow dual brush pen light ochre
train_624826283,kumpulan doa mustajab dan dzikir pilihan [ darul haq - al qahtani ] riniaga
train_1329436369,"artemia supreme plus repack  10g, 20g, 40g, 50g golden west artemia"
train_2196872963,bandana rajut twotone/ ciput rajut 2 warna
train_1015625393,sugar baby organic healthy cot sheet perlak bayi
train_4234616449,blue band cake and cookies sachet 200gr / blueband cnc best price
train_1548258029,"baju koko anak / kurta anak muslim 2 ,4,5,6,7,8,9,10, 12tahun / koko cobana kids / baju koko"
train_993079226,jbl clip 3 grey
train_524007547,davecollection - kaos pria kaos distro immortal rider cn549
train_1913451031,somebymi yuja niacin kit 4 item
train_2039814521,rexona deodorant dry serum whitening fresh sakura 50ml anti bakteri
train_268233190,sarung tangan motor full jari monster hitam batok panjang besar xl l m all size
train_421227944,bandana bayi pita kupu headband baby aksesoris anak
train_4208920348,madu uray - raw honey 875gr (640 ml) - madu murni - madu hutan - madu asli organik - jagapati
train_2690347138,madu uray 640ml
train_516366905,rompi motor kulit asli otto pelindung dada pelindung dari angin
train_2235153780,lampu led essential philips 3 5 7 9 11 13 watt  essensial bulb 3w 4w 5w 7w 9w 11w 13w putih / kuning
train_2010729466,2 in 1 pump dispenser holder sponge / dispenser sabun sponge cuci piring / sabun / dispenser
train_2517685633,gea baby kantong asi 120ml thermal sensor / geababy breast milk bag storage 120ml /kantung asi bayi
train_3273734833,lameila 12 warna palet eyeshadow tahan air gaya korea
train_2923575119,celana blackhawk panjang
train_1437553518,[innisfree] olive real cleansing oil 150ml
train_1331800358,botol minum olahraga sepeda 750ml 30a12
train_1056897137,"b""l'oreal men expert white active oil control foam - 100ml"""
train_4192598310,gelang mutiara / berlian imitasi ukuran 8mm untuk wanita
train_1484734200,miniso official stylish simple handbag shoulder bag/ tas wanita
train_750011650,cream sp thailand original / jual per box isi 12pc
train_701892467,bamboo storage box bag organizer tempat penyimpanan baju jumbo
train_4168610580,moko moko my precious mascara midnight black
train_392701199,redoxon triple action isi 10 tablet
train_2843292969,coklat kiloan lagie planet 1kg
train_1298786542,( mika ) sponge beauty blender gucci mika/spons gucci mika
train_4236409799,headset bluetooth i7s tws wireless music telepon cod gojek grab earphone semua jenis hp handsfree
